id,name,currency_id/id,code,account_type,include_initial_balance,internal_group,reconcile,company_id/id,create_asset,multiple_assets_per_line
account_account_workers_casual_wages_1242,WORKERS - CASUAL WAGES,,DL009,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_welfare_expenses_1243,WORKERS - WELFARE EXPENSES,,DL010,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_compansation_insurance_1244,WORKERS - COMPANSATION INSURANCE,,DL011,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_training_1245,WORKERS - TRAINING,,DL012,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_meals_travelling_and_bata,WORKERS - MEALS TRAVELLING AND BATA,,DL013,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_contract_labour_1247,WORKERS - CONTRACT LABOUR,,DL014,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_pension,WORKERS - PENSION,,DL015,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_prject_overtime,WORKERS - PRJECT OVERTIME,,DL016,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_labour_cost_absorption,WORKERS - LABOUR COST ABSORPTION,,DL017,expense_direct_cost,,expense,,base.main_company,no,
account_account_depreciation_factory_building,DEPRECIATION - FACTORY BUILDING,,DM001,expense_direct_cost,,expense,,base.main_company,no,
account_account_depreciation_measuring_instruments,DEPRECIATION - MEASURING INSTRUMENTS,,DM002,expense_direct_cost,,expense,,base.main_company,no,
account_account_depreciation_mould_base_components,DEPRECIATION - MOULD BASE COMPONENTS,,DM003,expense_direct_cost,,expense,,base.main_company,no,
account_account_depreciation_plant_and_machinary_1254,DEPRECIATION - PLANT AND MACHINARY,,DM004,expense_direct_cost,,expense,,base.main_company,no,
account_account_depreciation_tools_1255,DEPRECIATION - TOOLS,,DM005,expense_direct_cost,,expense,,base.main_company,no,
account_account_depreciation_dimo_machinery,DEPRECIATION - DIMO MACHINERY,,DM006,expense,,expense,,base.main_company,no,
account_account_directors_fees_1303,DIRECTORS' FEES,,DS001,expense,,expense,,base.main_company,no,
account_account_directors_salaries,DIRECTORS' SALARIES,,DS002,expense,,expense,,base.main_company,no,
account_account_directors_gratuity,DIRECTORS' GRATUITY,,DS003,expense,,expense,,base.main_company,no,
account_account_expenses_export_promotion,EXPENSES - EXPORT PROMOTION,,EE001,expense,,expense,,base.main_company,no,
account_account_export_freight_handling,EXPORT - FREIGHT HANDLING,,EE005,expense,,expense,,base.main_company,no,
account_account_expenses_export, EXPENSES - EXPORT,,EE007,expense,,expense,,base.main_company,no,
account_account_export_sales,EXPORT SALES,,EI001,income,,income,1,base.main_company,no,
account_account_land_966,LAND,,FA001,asset_non_current,1,asset,,base.main_company,no,
account_account_lease_hold_property,LEASE HOLD PROPERTY,,FA002,asset_non_current,1,asset,1,base.main_company,no,
account_account_building_968,BUILDING,,FA003,asset_non_current,1,asset,,base.main_company,no,
account_account_plant_and_machinery_969,PLANT AND MACHINERY,,FA004,asset_non_current,1,asset,,base.main_company,no,
account_account_motor_vehicles_970,MOTOR VEHICLES,,FA005,asset_non_current,1,asset,1,base.main_company,no,
account_account_motor_vehicles_lease_hold_971,MOTOR VEHICLES - LEASE HOLD,,FA006,asset_non_current,1,asset,1,base.main_company,no,
account_account_furniture_972,FURNITURE,,FA007,asset_non_current,1,asset,,base.main_company,no,
account_account_fixtures_fittings_973,FIXTURES & FITTINGS,,FA008,asset_non_current,1,asset,1,base.main_company,no,
account_account_office_equipment_974,OFFICE EQUIPMENT,,FA009,asset_non_current,1,asset,1,base.main_company,no,
account_account_computers_accessori,COMPUTERS & ACCESSORI,,FA010,asset_non_current,1,asset,,base.main_company,no,
account_account_measuring_instruments,MEASURING INSTRUMENTS,,FA011,asset_non_current,1,asset,1,base.main_company,no,
account_account_bunglow_equipment,BUNGLOW EQUIPMENT,,FA012,asset_non_current,1,asset,,base.main_company,no,
account_account_other_equipment,OTHER EQUIPMENT,,FA013,asset_non_current,1,asset,1,base.main_company,no,
account_account_mould_base_components,MOULD BASE COMPONENTS,,FA014,asset_non_current,1,asset,1,base.main_company,no,
account_account_training_centre_assets,TRAINING CENTRE ASSETS,,FA015,asset_non_current,1,asset,1,base.main_company,no,
account_account_tools_981,TOOLS,,FA016,asset_non_current,1,asset,1,base.main_company,no,
account_account_bicycles,BICYCLES,,FA017,asset_non_current,1,asset,,base.main_company,no,
account_account_intangible_assets_software,INTANGIBLE ASSETS - SOFTWARE,,FA018,asset_non_current,1,asset,,base.main_company,no,
account_account_dimo_machinery,DIMO MACHINERY,,FA019,asset_non_current,1,asset,,base.main_company,no,
account_account_fixtures_new_building,FIXTURES - NEW BUILDING,,FA020,asset_non_current,1,asset,,base.main_company,no,
account_account_machineries_lease_hold,MACHINERIES - LEASE HOLD,,FA021,asset_non_current,1,asset,,base.main_company,no,
account_account_capital_work_in_progress,CAPITAL WORK IN PROGRESS,,FA022,asset_non_current,1,asset,,base.main_company,no,
account_account_exchange_rate_difference,EXCHANGE RATE DIFFERENCE,,FC001,expense,,expense,,base.main_company,no,
account_account_interest_medium_term_loan_cbc,INTEREST - (MEDIUM TERM LOAN) - CBC,,FC002,expense,,expense,,base.main_company,no,
account_account_interest_short_term_loan_hnb,INTEREST - (SHORT TERM LOAN) - HNB,,FC003,expense,,expense,,base.main_company,no,
account_account_interest_lease_1411,INTEREST - LEASE,,FC004,expense,,expense,,base.main_company,no,
account_account_interest_overdraft_1412,INTEREST - OVERDRAFT,,FC005,expense,,expense,,base.main_company,no,
account_account_interest_trust_receipt_loans_1413,INTEREST - TRUST RECEIPT LOANS,,FC006,expense,,expense,,base.main_company,no,
account_account_interest_public_bank_mortgage_loan,INTEREST - PUBLIC BANK MORTGAGE LOAN,,FC007,expense,,expense,,base.main_company,no,
account_account_interest_term_loan_public_bank,INTEREST - TERM LOAN - PUBLIC BANK,,FC008,expense,,expense,,base.main_company,no,
account_account_interest_term_loan_sampath_bank,INTEREST - TERM LOAN SAMPATH BANK,,FC009,expense,,expense,,base.main_company,no,
account_account_interest_short_term_loan_boc,INTEREST - (SHORT TERM LOAN) - BOC,,FC010,expense,,expense,,base.main_company,no,
account_account_interest_charged_to_special_project,INTEREST- CHARGED TO SPECIAL PROJECT,,FC011,expense,,expense,,base.main_company,no,
account_account_interest_revolving_loan_seylan_bank,INTEREST - REVOLVING LOAN - SEYLAN BANK,,FC012,expense,,expense,,base.main_company,no,
account_account_interest_director_s_loan,INTEREST - DIRECTOR'S LOAN,,FC013,expense,,expense,,base.main_company,no,
account_account_consumable_stores_issues_office,CONSUMABLE STORES ISSUES - OFFICE,,FO001,expense_direct_cost,,expense,,base.main_company,no,
account_account_consumable_for_assembly_centres0,CONSUMABLE FOR ASSEMBLY - CENTRES0,,FO002,expense_direct_cost,,expense,,base.main_company,no,
account_account_electricity_1264,ELECTRICITY,,FO003,expense_direct_cost,,expense,,base.main_company,no,
account_account_expenses_generator_running_1265,EXPENSES - GENERATOR RUNNING,,FO004,expense_direct_cost,,expense,,base.main_company,no,
account_account_expenses_insurance_manufacturing,EXPENSES - INSURANCE MANUFACTURING,,FO005,expense_direct_cost,,expense,,base.main_company,no,
account_account_expenses_transport_inward,EXPENSES - TRANSPORT (INWARD),,FO006,expense,,expense,,base.main_company,no,
account_account_expenses_water_sewerage_charges_1268,EXPENSES - WATER & SEWERAGE CHARGES,,FO007,expense_direct_cost,,expense,,base.main_company,no,
account_account_expenses_trade_licence_fees,EXPENSES - TRADE LICENCE FEES,,FO008,expense_direct_cost,,expense,,base.main_company,no,
account_account_expenses_r_d_1270,EXPENSES - R. & D.,,FO009,expense_direct_cost,,expense,,base.main_company,no,
account_account_expenses_rates_and_taxes_1271,EXPENSES - RATES AND TAXES,,FO010,expense_direct_cost,,expense,,base.main_company,no,
account_account_maintenance_ekala, MAINTENANCE-EKALA,,FO012,expense_direct_cost,,expense,,base.main_company,no,
account_account_factory_overhead_absorption,FACTORY OVERHEAD ABSORPTION,,FO013,expense_direct_cost,,expense,,base.main_company,no,
account_account_bank_charges_1323,BANK CHARGES,,GO001,expense,,expense,,base.main_company,no,
account_account_charges_courier,CHARGES  - COURIER,,GO002,expense,,expense,,base.main_company,no,
account_account_charity_and_donations_approved,CHARITY AND DONATIONS - APPROVED,,GO003,expense,,expense,,base.main_company,no,
account_account_charity_and_donations_not_approved,CHARITY AND DONATIONS - NOT APPROVED,,GO004,expense,,expense,,base.main_company,no,
account_account_disposal_of_assets_1407,DISPOSAL OF ASSETS,,GO006,expense,,expense,,base.main_company,no,
account_account_general_insurance_1327,GENERAL INSURANCE,,GO008,expense,,expense,,base.main_company,no,
account_account_general_medical_1328,GENERAL MEDICAL,,GO009,expense,,expense,,base.main_company,no,
account_account_licence_fees_1329,LICENCE FEES,,GO010,expense,,expense,,base.main_company,no,
account_account_newspapers_periodicals,"NEWSPAPERS , PERIODICALS",,GO011,expense,,expense,,base.main_company,no,
account_account_office_expenses_1331,OFFICE EXPENSES,,GO012,expense,,expense,,base.main_company,no,
account_account_printing,PRINTING,,GO013,expense,,expense,,base.main_company,no,
account_account_rent_1333,RENT,,GO015,expense,,expense,,base.main_company,no,
account_account_security_1334,SECURITY,,GO016,expense,,expense,,base.main_company,no,
account_account_social_responsibility_levy_on_i_t,SOCIAL RESPONSIBILITY LEVY ON I/T,,GO017,expense,,expense,,base.main_company,no,
account_account_stamp_duty_1336,STAMP DUTY,,GO018,expense,,expense,,base.main_company,no,
account_account_stock_written_off,STOCK WRITTEN-OFF,,GO019,expense,,expense,,base.main_company,no,
account_account_subscriptions,SUBSCRIPTIONS,,GO020,expense,,expense,,base.main_company,no,
account_account_telephone_1339,TELEPHONE,,GO021,expense,,expense,,base.main_company,no,
account_account_telex_internet_email_1340,"TELEX,. INTERNET, EMAIL",,GO022,expense,,expense,,base.main_company,no,
account_account_travelling_foreign,TRAVELLING - FOREIGN,,GO023,expense,,expense,,base.main_company,no,
account_account_travelling_local,TRAVELLING - LOCAL,,GO024,expense,,expense,,base.main_company,no,
account_account_bad_debts_1343,BAD DEBTS,,GO025,expense,,expense,,base.main_company,no,
account_account_expenses_city_guilds,EXPENSES - CITY & GUILDS,,GO026,expense,,expense,,base.main_company,no,
account_account_diminution_value_of_invesments,DIMINUTION VALUE OF INVESMENTS,,GO028,expense,,expense,,base.main_company,no,
account_account_postag_and_telegrams_1346,POSTAG AND TELEGRAMS,,GO029,expense,,expense,,base.main_company,no,
account_account_stationery_1347,STATIONERY,,GO030,expense,,expense,,base.main_company,no,
account_account_invoice_rounding_off_1348,INVOICE ROUNDING OFF,,GO031,expense,,expense,,base.main_company,no,
account_account_inventory_profit_loss,INVENTORY PROFIT/LOSS,,GO032,expense_direct_cost,,expense,,base.main_company,no,
account_account_entertainment,ENTERTAINMENT,,GO033,expense,,expense,,base.main_company,no,
account_account_expenses_staff_boarding_house_ekala,EXPENSES - STAFF BOARDING HOUSE EKALA,,GO037,expense,,expense,,base.main_company,no,
account_account_expenses_erp_system,EXPENSES - ERP SYSTEM,,GO038,expense,,expense,,base.main_company,no,
account_account_expenses_vehical_hiring,EXPENSES - VEHICAL HIRING,,GO040,expense,,expense,,base.main_company,no,
account_account_overheads_absorbed_on_manufactured_fg,OVERHEADS ABSORBED ON MANUFACTURED FG,,GO042,expense_direct_cost,,expense,,base.main_company,no,
account_account_carriage_outward,CARRIAGE OUTWARD,,GO044,expense,,expense,,base.main_company,no,
account_account_expenses_payrole_outsourcing,EXPENSES - PAYROLE OUTSOURCING,,GO045,expense,,expense,,base.main_company,no,
account_account_interim_a_c_for_expenses_customs_duty_1028,INTERIM A/C FOR EXPENSES - CUSTOMS DUTY,,IE001,asset_non_current,1,asset,,base.main_company,no,
account_account_interim_a_c_for_expenses_customs_vat_1029,INTERIM A/C FOR EXPENSES - CUSTOMS VAT,,IE002,asset_non_current,1,asset,,base.main_company,no,
account_account_interim_a_c_for_expenses_customs_other_c_1030,INTERIM A/C FOR EXPENSES - CUSTOMS OTHER CHARGES,,IE003,asset_non_current,1,asset,,base.main_company,no,
account_account_interim_a_c_for_expenses_clearing_charge_1031,INTERIM A/C FOR EXPENSES - CLEARING CHARGES,,IE004,asset_non_current,1,asset,,base.main_company,no,
account_account_goods_in_transit_1032,GOODS IN TRANSIT,,IE005,asset_non_current,1,asset,,base.main_company,no,
account_account_investment_jinasena_agricultural_machina,INVESTMENT-JINASENA AGRICULTURAL MACHINARY (PVT) LTD,,IG010,asset_non_current,1,asset,,base.main_company,no,
account_account_investment_jinasena_infotech_pvt_ltd,INVESTMENT-JINASENA INFOTECH (PVT) LTD,,IG014,asset_non_current,1,asset,,base.main_company,no,
account_account_investment_onak_erp_training_academy_pvt,INVESTMENT-ONAK ERP TRAINING ACADEMY (PVT) LTD,,IG015,asset_non_current,1,asset,,base.main_company,no,
account_account_interim_liability_import_vendors_1161,INTERIM LIABILITY - IMPORT VENDORS,,IL001,liability_non_current,1,liability,,base.main_company,no,
account_account_interim_liability_local_vendors_1162,INTERIM LIABILITY - LOCAL  VENDORS,,IL002,liability_non_current,1,liability,,base.main_company,no,
account_account_interim_liability_import_tp_vendors_1163,INTERIM LIABILITY -IMPORT TP  VENDORS,,IL003,liability_non_current,1,liability,,base.main_company,no,
account_account_investment_araliya_hotel_limited,INVESTMENT - ARALIYA HOTEL LIMITED,,IO001,asset_non_current,1,asset,,base.main_company,no,
account_account_investment_bolanka,INVESTMENT - BOLANKA,,IO002,asset_non_current,1,asset,,base.main_company,no,
account_account_investment_city_finance_corporation_ltd,INVESTMENT - CITY FINANCE CORPORATION LTD,,IO006,asset_non_current,1,asset,,base.main_company,no,
account_account_investment_fixed_deposit,INVESTMENT - FIXED DEPOSIT,,IO007,asset_current,1,asset,,base.main_company,no,
account_account_income_tax_1422,INCOME TAX,,IT001,expense,,expense,,base.main_company,no,
account_account_medium_term_loan_trj,MEDIUM TERM LOAN - TRJ,,LL001,liability_non_current,1,liability,,base.main_company,no,
account_account_term_loan_commercial_bank_of_ceylon_ltd,TERM LOAN - COMMERCIAL BANK OF CEYLON LTD,,LL002,liability_non_current,1,liability,,base.main_company,no,
account_account_deferred_taxation,DEFERRED TAXATION,,LL003,liability_non_current,1,liability,,base.main_company,no,
account_account_provision_for_gratuity_1114,PROVISION FOR GRATUITY,,LL004,liability_non_current,1,liability,,base.main_company,no,
account_account_term_loan_hatton_national_bank,TERM LOAN - HATTON NATIONAL  BANK,,LL005,liability_non_current,1,liability,,base.main_company,no,
account_account_mortgage_loans_public_bank,MORTGAGE LOANS - PUBLIC BANK,,LL006,liability_non_current,1,liability,,base.main_company,no,
account_account_term_loan_public_bank,TERM LOAN - PUBLIC BANK,,LL007,liability_non_current,1,liability,,base.main_company,no,
account_account_term_loan_sampath_bank,TERM LOAN - SAMPATH BANK,,LL008,liability_non_current,1,liability,,base.main_company,no,
account_account_term_loan_bank_of_ceylon,TERM LOAN - BANK OF CEYLON,,LL009,liability_non_current,1,liability,,base.main_company,no,
account_account_term_loan_seylan_bank_revolving_loan,TERM LOAN - SEYLAN BANK REVOLVING LOAN,,LL010,liability_non_current,1,liability,,base.main_company,no,
account_account_medium_term_loan_mrs_ruvini,MEDIUM TERM LOAN - MRS.RUVINI,,LL011,liability_non_current,1,liability,,base.main_company,no,
account_account_term_loan_peoples_bank_borrella,TERM LOAN - PEOPLES BANK-BORRELLA,,LL012,liability_non_current,1,liability,,base.main_company,no,
account_account_term_loan_ndb,TERM LOAN - NDB,,LL013,liability_non_current,1,liability,,base.main_company,no,
account_account_maintenance_bangalow,MAINTENANCE - BANGALOW,,MA001,expense,,expense,,base.main_company,no,
account_account_maintenance_bicycles,MAINTENANCE - BICYCLES,,MA002,expense,,expense,,base.main_company,no,
account_account_maintenance_computer_accessories,MAINTENANCE - COMPUTER ACCESSORIES,,MA003,expense,,expense,,base.main_company,no,
account_account_maintenance_fixtures_and_fittings,MAINTENANCE - FIXTURES AND FITTINGS,,MA004,expense,,expense,,base.main_company,no,
account_account_maintenance_furniture_1385,MAINTENANCE - FURNITURE,,MA005,expense,,expense,,base.main_company,no,
account_account_maintenance_motor_vehicles_pool,MAINTENANCE - MOTOR VEHICLES (POOL),,MA006,expense,,expense,,base.main_company,no,
account_account_maintenance_nuwara_eliya_bangalow_direct,MAINTENANCE - NUWARA ELIYA BANGALOW - DIRECTORS,,MA007,expense,,expense,,base.main_company,no,
account_account_maintenance_nuwara_eliya_staff_bangalow,MAINTENANCE - NUWARA ELIYA STAFF BANGALOW,,MA008,expense,,expense,,base.main_company,no,
account_account_maintenance_office_and_building,MAINTENANCE - OFFICE AND BUILDING,,MA009,expense,,expense,,base.main_company,no,
account_account_maintenance_ofice_equipment_1390,MAINTENANCE - OFICE EQUIPMENT,,MA010,expense,,expense,,base.main_company,no,
account_account_maintenance_photo_copier,MAINTENANCE - PHOTO COPIER,,MA011,expense,,expense,,base.main_company,no,
account_account_maintenance_lake_cresent_building,MAINTENANCE - LAKE CRESENT BUILDING,,MA012,expense,,expense,,base.main_company,no,
account_account_maintenance_other_equipment,MAINTENANCE - OTHER EQUIPMENT,,MA013,expense,,expense,,base.main_company,no,
account_account_maintenance_tools_1261,MAINTENANCE - TOOLS,,MA014,expense_direct_cost,,expense,,base.main_company,no,
account_account_sales_1211,SALES,,MI001,income,,income,1,base.main_company,no,
account_account_sales_inter_company_raw_materials,SALES-INTER COMPANY RAW MATERIALS,,MI002,income,,income,1,base.main_company,no,
account_account_sales_seeds,SALES - SEEDS,,MI003,income,,income,1,base.main_company,no,
account_account_sales_special_projects_1214,SALES - SPECIAL PROJECTS,,MI004,income,,income,1,base.main_company,no,
account_account_sold_not_delivered,SOLD NOT DELIVERED,,MI005,income,,income,1,base.main_company,no,
account_account_transfer_sales_manufacturing,TRANSFER SALES  (Manufacturing),,MI006,income,,income,1,base.main_company,no,
account_account_maintenance_factory_1257,MAINTENANCE - FACTORY,,MM001,expense_direct_cost,,expense,,base.main_company,no,
account_account_maintenance_factory_building_1258,MAINTENANCE - FACTORY BUILDING,,MM002,expense_direct_cost,,expense,,base.main_company,no,
account_account_maintenance_instruments,MAINTENANCE - INSTRUMENTS,,MM003,expense_direct_cost,,expense,,base.main_company,no,
account_account_maintenance_plant_and_machinary_1260,MAINTENANCE - PLANT AND MACHINARY,,MM004,expense_direct_cost,,expense,,base.main_company,no,
account_account_motor_vehicle_insurance,MOTOR VEHICLE - INSURANCE,,MV001,expense,,expense,,base.main_company,no,
account_account_motor_vehicle_running_expenses,MOTOR VEHICLE  - RUNNING EXPENSES,,MV002,expense,,expense,,base.main_company,no,
account_account_maintenance_motor_vehicle,MAINTENANCE - MOTOR VEHICLE,,MV003,expense,,expense,,base.main_company,no,
account_account_nation_building_tax_1423,NATION BUILDING TAX,,NT001,expense,,expense,,base.main_company,no,
account_account_expenses_peliyagoda_division,EXPENSES - PELIYAGODA DIVISION,,OD001,expense_direct_cost,,expense,,base.main_company,no,
account_account_expenses_die_and_mould_division,EXPENSES - DIE AND MOULD DIVISION,,OD002,expense_direct_cost,,expense,,base.main_company,no,
account_account_expenses_plastic_division,EXPENSES - PLASTIC DIVISION,,OD003,expense_direct_cost,,expense,,base.main_company,no,
account_account_expenses_tractor_assembly_division,EXPENSES - TRACTOR ASSEMBLY DIVISION,,OD005,expense_direct_cost,,expense,,base.main_company,no,
account_account_income_transport,INCOME - TRANSPORT,,OI001,income_other,,income,,base.main_company,no,
account_account_management_fees,MANAGEMENT FEES,,OI002,income_other,,income,,base.main_company,no,
account_account_rent_income,RENT-INCOME,,OI003,income_other,,income,,base.main_company,no,
account_account_sundry_income_1281,SUNDRY INCOME,,OI004,income_other,,income,,base.main_company,no,
account_account_dividend_income_on_investments,DIVIDEND INCOME (ON INVESTMENTS),,OI006,income_other,,income,,base.main_company,no,
account_account_income_city_guilds,INCOME - CITY & GUILDS,,OI007,income_other,,income,,base.main_company,no,
account_account_income_commission,INCOME - COMMISSION,,OI008,income_other,,income,,base.main_company,no,
account_account_interest_income_investemnt,INTEREST INCOME - INVESTEMNT,,OI009,expense,,expense,,base.main_company,no,
account_account_income_die_mould,INCOME-DIE & MOULD,,OI010,income_other,,income,,base.main_company,no,
account_account_auction_sale_income,AUCTION SALE INCOME,,OI011,income_other,,income,,base.main_company,no,
account_account_provision_for_amortization_software,PROVISION FOR AMORTIZATION - SOFTWARE,,PA001,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_buildings_987,PROVISION FOR DEPRECIATION - BUILDINGS,,PD001,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_plant_machi,PROVISION FOR DEPRECIATION - PLANT & MACHI,,PD002,asset_non_current,1,asset,1,base.main_company,no,
account_account_provision_for_depreciation_motor_vehicle_989,PROVISION FOR DEPRECIATION - MOTOR VEHICLES,,PD003,asset_non_current,1,asset,1,base.main_company,no,
account_account_provision_for_depreciation_leasehold_mot_990,PROVISION FOR DEPRECIATION - LEASEHOLD  MOTOR VEHICLES,,PD004,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_furniture_991,PROVISION FOR DEPRECIATION - FURNITURE,,PD005,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_fixtures_fitt_992,PROVISION FOR DEPRECIATION - FIXTURES & FITTINGS,,PD006,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_office_equipm_993,PROVISION FOR DEPRECIATION - OFFICE EQUIPMENT,,PD007,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_computers_acc,PROVISION FOR DEPRECIATION - COMPUTERS & ACCESSORIES,,PD008,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_mesuring_inst,PROVISION FOR DEPRECIATION - MESURING INSTRUMENTS,,PD009,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_bungalow_equi,PROVISION FOR DEPRECIATION - BUNGALOW EQUIPMENT,,PD010,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_other_equipme,PROVISION FOR DEPRECIATION - OTHER EQUIPMENT,,PD011,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_mould_base_co,PROVISION FOR DEPRECIATION - MOULD BASE COMPONENTS,,PD012,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_training_cent,PROVISION FOR DEPRECIATION - TRAINING CENTER ASSETS,,PD013,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_tools_1000,PROVISION FOR DEPRECIATION - TOOLS,,PD014,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_bicycles,PROVISION FOR DEPRECIATION - BICYCLES,,PD015,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_dimo_machiner,PROVISION FOR DEPRECIATION - DIMO MACHINERY,,PD016,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_depreciation_leasehold_mac,PROVISION FOR DEPRECIATION - LEASEHOLD  MACHINERIES,,PD017,asset_non_current,1,asset,,base.main_company,no,
account_account_expenses_special_projects,EXPENSES - SPECIAL PROJECTS,,PE001,expense,,expense,,base.main_company,no,
account_account_expenses_new_projects,EXPENSES - NEW  PROJECTS,,PE002,expense,,expense,,base.main_company,no,
account_account_erp_marketing_expenses,ERP MARKETING EXPENSES,,PE003,expense,,expense,,base.main_company,no,
account_account_audit_fees_1354,AUDIT FEES,,PF001,expense,,expense,,base.main_company,no,
account_account_professional_fees,PROFESSIONAL FEES,,PF002,expense,,expense,,base.main_company,no,
account_account_leagal_expenses,LEAGAL EXPENSES,,PF003,expense,,expense,,base.main_company,no,
account_account_revenue,Revenue,,REV01,income,,income,1,base.main_company,no,
account_account_deferred_revenue_a_c,Deferred Revenue A/C,base.LKR,REV02,liability_current,1,liability,,base.main_company,validate,
account_account_r_u_g_pump,R.U.G. - PUMP,,RG002,expense,,expense,,base.main_company,no,
account_account_r_u_g_motor_cycles,R.U.G. - MOTOR CYCLES,,RG003,expense,,expense,,base.main_company,no,
account_account_r_u_g_agricultural_machinary,R.U.G. - AGRICULTURAL MACHINARY,,RG004,expense,,expense,,base.main_company,no,
account_account_r_u_g_spares,R.U.G. - SPARES,,RG005,expense,,expense,,base.main_company,no,
account_account_r_u_g_repairs,R.U.G. - REPAIRS,,RG006,expense,,expense,,base.main_company,no,
account_account_r_u_g_special_projects,R.U.G. - SPECIAL PROJECTS,,RG007,expense,,expense,,base.main_company,no,
account_account_issued_sharecapital,ISSUED SHARECAPITAL,,RS001,equity,1,equity,,base.main_company,no,
account_account_preferance_share_capital,PREFERANCE SHARE CAPITAL,,RS002,equity,1,equity,,base.main_company,no,
account_account_capital_redemption_reserve_fund,CAPITAL REDEMPTION RESERVE FUND,,RS003,equity,1,equity,,base.main_company,no,
account_account_retained_profit_1210,RETAINED PROFIT,,RS004,equity,1,equity,,base.main_company,no,
account_account_revaluation_reserve,REVALUATION RESERVE,,RS005,equity,1,equity,,base.main_company,no,
account_account_advance_against_shares_to_be_alloted,ADVANCE AGAINST SHARES TO BE ALLOTED,,RS008,equity,1,equity,,base.main_company,no,
account_account_tnj_share_swap_a_c,TNJ SHARE SWAP A/C,,RS009,equity,1,equity,,base.main_company,no,
account_account_rtj_share_swap_a_c,RTJ SHARE SWAP A/C,,RS010,equity,1,equity,,base.main_company,no,
account_account_tsj_share_swap_a_c,TSJ SHARE SWAP A/C,,RS011,equity,1,equity,,base.main_company,no,
account_account_merger_reserves,MERGER RESERVES,,RS012,equity,1,equity,,base.main_company,no,
account_account_reserve_e_d_b_grant,RESERVE-E.D.B GRANT,,RS013,equity,1,equity,,base.main_company,no,
account_account_staff_salaries_1306,STAFF - SALARIES,,SC001,expense,,expense,,base.main_company,no,
account_account_staff_e_p_f_1307,STAFF - E.P.F.,,SC002,expense,,expense,,base.main_company,no,
account_account_staff_e_t_f_1308,STAFF - E.T.F.,,SC003,expense,,expense,,base.main_company,no,
account_account_staff_ex_gratia_1309,STAFF - EX-GRATIA,,SC004,expense,,expense,,base.main_company,no,
account_account_staff_casual_salaries_1310,STAFF - CASUAL SALARIES,,SC005,expense,,expense,,base.main_company,no,
account_account_staff_bonus_1311,STAFF - BONUS,,SC006,expense,,expense,,base.main_company,no,
account_account_staff_gratuity_1312,STAFF - GRATUITY,,SC007,expense,,expense,,base.main_company,no,
account_account_staff_insurance_1313,STAFF - INSURANCE,,SC009,expense,,expense,,base.main_company,no,
account_account_staff_medical_1314,STAFF - MEDICAL,,SC010,expense,,expense,,base.main_company,no,
account_account_staff_pension_1315,STAFF - PENSION,,SC011,expense,,expense,,base.main_company,no,
account_account_staff_training_1316,STAFF - TRAINING,,SC012,expense,,expense,,base.main_company,no,
account_account_staff_travelling_and_bata,STAFF - TRAVELLING AND BATA,,SC013,expense,,expense,,base.main_company,no,
account_account_staff_welfare_expenses_1318,STAFF - WELFARE EXPENSES,,SC014,expense,,expense,,base.main_company,no,
account_account_staff_overtime_1319,STAFF - OVERTIME,,SC015,expense,,expense,,base.main_company,no,
account_account_staff_cost_psb_amortisation,STAFF COST - PSB AMORTISATION,,SC016,expense,,expense,,base.main_company,no,
account_account_staff_prject_overtime,STAFF - PRJECT OVERTIME,,SC017,expense,,expense,,base.main_company,no,
account_account_expenses_installations,EXPENSES - INSTALLATIONS,,SP002,expense,,expense,,base.main_company,no,
account_account_expenses_motor_cycle_divition,EXPENSES - MOTOR CYCLE DIVITION,,SP003,expense,,expense,,base.main_company,no,
account_account_expenses_water_filtering_and_purificatio,EXPENSES - WATER FILTERING AND PURIFICATION,,SP004,expense,,expense,,base.main_company,no,
account_account_expenses_tractor_division,EXPENSES - TRACTOR DIVISION,,SP005,expense,,expense,,base.main_company,no,
