id,name,currency_id/id,code,account_type,include_initial_balance,internal_group,reconcile,company_id/id,create_asset,multiple_assets_per_line
account_account_depreciation_fixtures_and_fittings,DEPRECIATION - FIXTURES AND FITTINGS,base.LKR,72090010,expense,,expense,1,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_depreciation_furniture,DEPRECIATION - FURNITURE,base.LKR,72090030,expense,,expense,1,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_depreciation_office_equipment,DEPRECIATION - OFFICE EQUIPMENT,base.LKR,72090050,expense,,expense,1,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_depreciation_demonstration_machinery,DEPRECIATION - DEMONSTRATION MACHINERY,base.LKR,72090070,expense,,expense,1,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_depreciation_leasehold_motor_vehicles,DEPRECIATION - LEASEHOLD  MOTOR VEHICLES,base.LKR,72090090,expense_depreciation,,expense,1,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_interest_overdraft,INTEREST - OVERDRAFT,base.LKR,81010010,expense,,expense,1,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_interest_trust_receipt_loans,INTEREST - TRUST RECEIPT LOANS,base.LKR,81010030,expense,,expense,1,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_foreign_exchange_loss,FOREIGN EXCHANGE LOSS,base.LKR,81010050,expense,,expense,1,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_interest_lease,INTEREST - LEASE,,81010070,expense,,expense,1,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_income_tax,INCOME TAX,,91010010,expense,,expense,1,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_undistributed_profits_losses,Undistributed Profits/Losses,,999999,equity_unaffected,1,equity,,base.main_company,no,
account_account_undistributed_profits_losses_3130,Undistributed Profits/Losses,,999999,equity_unaffected,1,equity,,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_agricultural_machinary_sales_promotions_,AGRICULTURAL MACHINARY - SALES PROMOTIONS/ DEMONSTRATIONS,,AG001,expense,,expense,,base.main_company,no,
account_account_agricultural_machinary_services,AGRICULTURAL MACHINARY - SERVICES,,AG003,expense,,expense,,base.main_company,no,
account_account_amortization_software,AMORTIZATION - SOFTWARE,,AM001,expense,,expense,,base.main_company,no,
account_account_expenses_agriculture_machinary,EXPENSES - AGRICULTURE MACHINARY,,AP001,expense,,expense,,base.main_company,no,
account_account_expenses_agriculture_machinary_1290,EXPENSES - AGRICULTURE MACHINARY,,AP002,expense,,expense,,base.main_company,no,
account_account_advertising_general_1291,ADVERTISING - GENERAL,,AP003,expense,,expense,,base.main_company,no,
account_account_demonstration_general,DEMONSTRATION - GENERAL,,AP004,expense,,expense,,base.main_company,no,
account_account_sales_promotion_general,SALES PROMOTION - GENERAL,,AP005,expense,,expense,,base.main_company,no,
account_account_expenses_automobile_division,EXPENSES - AUTOMOBILE DIVISION,,AU001,expense,,expense,,base.main_company,no,
account_account_debtors_ledger_control_trade_1033,DEBTORS LEDGER CONTROL - TRADE,,CA001,asset_current,1,asset,,base.main_company,no,
account_account_debtors_ledger_control_other_companies_1034,DEBTORS LEDGER CONTROL - OTHER COMPANIES,,CA002,asset_current,1,asset,,base.main_company,no,
account_account_debtors_ledger_control_inter_companies_1070,DEBTORS LEDGER CONTROL - INTER COMPANIES,,CA003,asset_current,1,asset,,base.main_company,no,
account_account_pre_payments,PRE-PAYMENTS,,CA004,asset_current,1,asset,,base.main_company,no,
account_account_general_deposits,GENERAL DEPOSITS,,CA005,asset_current,1,asset,,base.main_company,no,
account_account_interim_debtors_projects,INTERIM DEBTORS - PROJECTS,,CA006,asset_current,1,asset,,base.main_company,no,
account_account_insurance_claims_1185,INSURANCE CLAIMS,,CA007,liability_non_current,1,liability,,base.main_company,no,
account_account_imports_margin_1053,IMPORTS MARGIN,,CA008,asset_current,1,asset,,base.main_company,no,
account_account_security_deposit_dealers,SECURITY DEPOSIT -   DEALERS,,CA009,liability_non_current,1,liability,,base.main_company,no,
account_account_interest_collection_suspense_dealers,INTEREST COLLECTION SUSPENSE -  DEALERS,,CA010,liability_non_current,1,liability,,base.main_company,no,
account_account_collection_due_on_calenders,COLLECTION DUE ON CALENDERS,,CA011,liability_non_current,1,liability,,base.main_company,no,
account_account_excess_payments,EXCESS PAYMENTS,,CA012,liability_non_current,1,liability,,base.main_company,no,
account_account_returned_cheque_outstanding_consignment,RETURNED CHEQUE OUTSTANDING - CONSIGNMENT,,CA015,asset_current,1,asset,,base.main_company,no,
account_account_stamp_float,STAMP FLOAT,,CA017,asset_current,1,asset,,base.main_company,no,
account_account_cash_floats_1106,CASH FLOATS,,CA018,asset_current,1,asset,,base.main_company,no,
account_account_cgir_wht_recoverable_from_income_tax,CGIR - WHT -  RECOVERABLE FROM INCOME TAX,,CA019,asset_current,1,asset,,base.main_company,no,
account_account_cgir_gst,CGIR - GST,,CA021,asset_current,1,asset,,base.main_company,no,
account_account_reimbursement_tsj_snr_bungalow_expenses,REIMBURSEMENT - TSJ (SNR) BUNGALOW EXPENSES,,CA023,asset_current,1,asset,,base.main_company,no,
account_account_staff_ledger_control_employee_loans_1038,STAFF LEDGER CONTROL - EMPLOYEE LOANS,,CA025,asset_current,1,asset,,base.main_company,no,
account_account_advance_payments_pending_final_documents_1045,ADVANCE PAYMENTS PENDING FINAL DOCUMENTS,,CA026,asset_current,1,asset,,base.main_company,no,
account_account_tender_deposits,TENDER DEPOSITS,,CA027,asset_current,1,asset,,base.main_company,no,
account_account_welfare_shop_clombo, WELFARE SHOP (CLOMBO),,CA031,liability_non_current,1,liability,,base.main_company,no,
account_account_welfare_shop_ekala,WELFARE SHOP (EKALA),,CA032,liability_non_current,1,liability,,base.main_company,no,
account_account_lease_interest_suspense_cfl,LEASE INTEREST SUSPENSE (CFL),,CA033,asset_current,1,asset,,base.main_company,no,
account_account_lease_interest_suspense_hnb,LEASE INTEREST SUSPENSE (HNB),,CA034,asset_current,1,asset,,base.main_company,no,
account_account_bank_of_ceylon_corporate_branch,BANK OF CEYLON -CORPORATE BRANCH,,CA035,asset_current,1,asset,,base.main_company,no,
account_account_bank_of_ceylon_personal_branch_us,BANK OF CEYLON - PERSONAL BRANCH (US$),,CA036,asset_current,1,asset,,base.main_company,no,
account_account_bank_of_ceylon_union_place_no_01,BANK OF CEYLON - UNION PLACE  (NO: 01),,CA037,asset_current,1,asset,,base.main_company,no,
account_account_bank_of_ceylon_union_place_no_02,BANK OF CEYLON - UNION PLACE  (NO: 02),,CA038,asset_current,1,asset,,base.main_company,no,
account_account_commercial_bank_of_ceylon_ltd_no_1,COMMERCIAL BANK OF CEYLON LTD (NO:1),,CA041,asset_current,1,asset,,base.main_company,no,
account_account_commercial_bank_of_ceylon_ltd_no_2,COMMERCIAL BANK OF CEYLON LTD (NO:2),,CA042,asset_current,1,asset,,base.main_company,no,
account_account_hatton_national_bank,HATTON NATIONAL BANK,,CA043,asset_current,1,asset,,base.main_company,no,
account_account_sampath_bank_limited,SAMPATH BANK LIMITED,,CA044,asset_current,1,asset,,base.main_company,no,
account_account_peoples_bank_park_street,PEOPLES BANK - PARK STREET,,CA045,asset_current,1,asset,,base.main_company,no,
account_account_cash_in_hand_cashier,CASH IN HAND - CASHIER,,CA046,asset_current,1,asset,,base.main_company,no,
account_account_cash_in_hand_safe,CASH IN HAND - SAFE,,CA047,asset_current,1,asset,,base.main_company,no,
account_account_wilpattu_nursary_school,WILPATTU NURSARY SCHOOL,,CA050,asset_current,1,asset,,base.main_company,no,
account_account_staff_ledger_control_salary_advances_1056,STAFF LEDGER CONTROL -  SALARY ADVANCES,,CA054,asset_current,1,asset,,base.main_company,no,
account_account_staff_ledger_control_other_deductions_1182,STAFF LEDGER CONTROL - OTHER DEDUCTIONS,,CA055,liability_non_current,1,liability,,base.main_company,no,
account_account_staff_ledger_control_funeral_fund_1183,STAFF LEDGER CONTROL - FUNERAL FUND,,CA056,liability_non_current,1,liability,,base.main_company,no,
account_account_staff_ledger_control_unclaimed_salaries__1184,STAFF LEDGER CONTROL - UNCLAIMED SALARIES & WAGES,,CA057,liability_non_current,1,liability,,base.main_company,no,
account_account_cheques_in_hand_safe,CHEQUES IN HAND - SAFE,,CA058,asset_current,1,asset,,base.main_company,no,
account_account_cheques_in_hand_sales_centres_1112,CHEQUES IN HAND - SALES CENTRES,,CA059,asset_current,1,asset,,base.main_company,no,
account_account_cash_in_hand_sales_centres_1107,CASH IN HAND - SALES CENTRES,,CA060,asset_current,1,asset,,base.main_company,no,
account_account_inter_co_stationery_issues_recoverable,INTER CO. STATIONERY ISSUES RECOVERABLE,,CA062,asset_current,1,asset,,base.main_company,no,
account_account_inter_company_telephone_charges_recovera,INTER COMPANY TELEPHONE CHARGES-RECOVERABLE,,CA064,asset_current,1,asset,,base.main_company,no,
account_account_vat_receivable,VAT RECEIVABLE,,CA066,asset_current,1,asset,,base.main_company,no,
account_account_nbt_recoverable,NBT RECOVERABLE,,CA067,asset_current,1,asset,,base.main_company,no,
account_account_short_supplied_imports,SHORT SUPPLIED IMPORTS,,CA068,liability_non_current,1,liability,,base.main_company,no,
account_account_cash_in_hand_repair_spares_cmb,CASH IN HAND - REPAIR & SPARES (CMB),,CA069,asset_current,1,asset,,base.main_company,no,
account_account_cheques_in_hand_repair_spares_cmb,CHEQUES IN HAND - REPAIR & SPARES (CMB),,CA070,asset_current,1,asset,,base.main_company,no,
account_account_commercial_bank_of_ceylon_ltd_ekala,COMMERCIAL BANK OF CEYLON LTD - EKALA,,CA071,asset_current,1,asset,,base.main_company,no,
account_account_recoveries_pending,RECOVERIES - PENDING,,CA072,liability_non_current,1,liability,,base.main_company,no,
account_account_opening_balance_account_for_data_importi,OPENING BALANCE ACCOUNT FOR DATA IMPORTING (JEM),,CA073,liability_non_current,1,liability,,base.main_company,no,
account_account_stock_shortage_n_eliya,STOCK SHORTAGE -N'ELIYA,,CA074,asset_current,1,asset,,base.main_company,no,
account_account_jinasena_infortech_pvt_ltd,JINASENA INFORTECH (PVT) LTD,,CA075,asset_current,1,asset,,base.main_company,no,
account_account_unidentified_trasactions_boc_union_place,UNIDENTIFIED TRASACTIONS- BOC UNION PLACE  A/C (2),,CA076,liability_non_current,1,liability,,base.main_company,no,
account_account_unidentified_trasactions_cbc_colombo_7_a,UNIDENTIFIED TRASACTIONS- CBC COLOMBO 7  A/C (1),,CA077,liability_non_current,1,liability,,base.main_company,no,
account_account_unidentified_trasactions_cbc_colombo_7_a_1174,UNIDENTIFIED TRASACTIONS- CBC COLOMBO 7  A/C (2),,CA078,liability_non_current,1,liability,,base.main_company,no,
account_account_unidentified_trasactions_hnb,UNIDENTIFIED TRASACTIONS- HNB,,CA079,liability_non_current,1,liability,,base.main_company,no,
account_account_flood_claims,FLOOD CLAIMS,,CA080,liability_non_current,1,liability,,base.main_company,no,
account_account_nescafe_machine_colombo,NESCAFE MACHINE - COLOMBO,,CA081,asset_current,1,asset,,base.main_company,no,
account_account_stock_shortage_anuradhapura,STOCK SHORTAGE -ANURADHAPURA,,CA082,liability_non_current,1,liability,,base.main_company,no,
account_account_stock_shortage_t_gama,STOCK SHORTAGE -T'GAMA,,CA083,asset_current,1,asset,,base.main_company,no,
account_account_stock_shortage_tissa_legal_issue_kumara,STOCK SHORTAGE -TISSA (LEGAL ISSUE - KUMARA),,CA084,asset_current,1,asset,,base.main_company,no,
account_account_castings_plastic_scrap_returns,CASTINGS & PLASTIC SCRAP RETURNS,,CA085,liability_non_current,1,liability,,base.main_company,no,
account_account_stock_shortage_ambalanthota,STOCK SHORTAGE -AMBALANTHOTA,,CA086,asset_current,1,asset,,base.main_company,no,
account_account_svat_recoverable_a_c,SVAT RECOVERABLE A/C,,CA087,asset_current,1,asset,,base.main_company,no,
account_account_onak_erp_training_acadamy_pvt_ltd,ONAK ERP TRAINING ACADAMY (PVT) LTD,,CA088,asset_current,1,asset,,base.main_company,no,
account_account_stock_shortage_ekala_kapila,STOCK SHORTAGE-EKALA (KAPILA),,CA089,asset_current,1,asset,,base.main_company,no,
account_account_lease_interest_in_suspense_ndb,LEASE INTEREST IN SUSPENSE(NDB),,CA092,asset_current,1,asset,,base.main_company,no,
account_account_cash_advance_for_local_purchasing,CASH ADVANCE FOR LOCAL PURCHASING,,CA093,asset_current,1,asset,,base.main_company,no,
account_account_pre_paid_staff_benefit,PRE PAID STAFF BENEFIT,,CA094,asset_current,1,asset,,base.main_company,no,
account_account_unidentified_trasactions_boc_union_place_1178,UNIDENTIFIED TRASACTIONS- BOC UNION PLACE  A/C (1),,CA095,liability_non_current,1,liability,,base.main_company,no,
account_account_unidentified_trasactions_sampath_a_c,UNIDENTIFIED TRASACTIONS-SAMPATH A/C,,CA096,liability_non_current,1,liability,,base.main_company,no,
account_account_unidentified_trasactions_peoples_a_c,UNIDENTIFIED TRASACTIONS- PEOPLES A/C,,CA097,liability_non_current,1,liability,,base.main_company,no,
account_account_commercial_bank_money_market_account,COMMERCIAL BANK - MONEY MARKET ACCOUNT,,CA098,asset_current,1,asset,,base.main_company,no,
account_account_unidentified_trasactions_boc_corporate_b,UNIDENTIFIED TRASACTIONS- BOC CORPORATE BRANCH,,CA099,liability_non_current,1,liability,,base.main_company,no,
account_account_lease_interest_in_suspense_m_i_f_plc,LEASE INTEREST IN SUSPENSE(M.I&F PLC),,CA100,asset_current,1,asset,,base.main_company,no,
account_account_public_bank_berhad,PUBLIC BANK BERHAD,,CA101,asset_current,1,asset,,base.main_company,no,
account_account_mortgage_interest_in_suspense_public_ban,MORTGAGE INTEREST IN SUSPENSE(PUBLIC BANK),,CA102,asset_current,1,asset,,base.main_company,no,
account_account_bank_of_ceylon_plc_project_ac,BANK OF CEYLON PLC-PROJECT AC,,CA103,asset_current,1,asset,,base.main_company,no,
account_account_public_bank_savings_account,PUBLIC BANK SAVINGS ACCOUNT,,CA104,asset_current,1,asset,,base.main_company,no,
account_account_commercial_bank_savings_a_c_ekala_branch,COMMERCIAL BANK SAVINGS A/C-EKALA BRANCH,,CA105,asset_current,1,asset,,base.main_company,no,
account_account_lease_interest_in_suspense_com_bank,LEASE INTEREST IN SUSPENSE(COM.BANK),,CA106,asset_current,1,asset,,base.main_company,no,
account_account_pending_legal_stock_issues,PENDING LEGAL STOCK ISSUES,,CA107,asset_current,1,asset,,base.main_company,no,
account_account_consignment_recoverable,CONSIGNMENT RECOVERABLE,,CA108,asset_current,1,asset,,base.main_company,no,
account_account_commercial_bank_csr_project_ac_col_1,COMMERCIAL BANK-CSR PROJECT AC-COL 1,,CA109,asset_current,1,asset,,base.main_company,no,
account_account_hatton_national_bank_project_ac,HATTON NATIONAL BANK PROJECT AC,,CA110,asset_current,1,asset,,base.main_company,no,
account_account_castings_plastic_scrap_returns_machine_r,CASTINGS & PLASTIC SCRAP RETURNS (MACHINE REJECTS),,CA111,asset_current,1,asset,,base.main_company,no,
account_account_seylan_bank_current_account,SEYLAN BANK - CURRENT ACCOUNT,,CA112,asset_current,1,asset,,base.main_company,no,
account_account_seylan_bank_saving_account,SEYLAN BANK - SAVING ACCOUNT,,CA113,asset_current,1,asset,,base.main_company,no,
account_account_sales_center_stock_and_other_issues,SALES CENTER STOCK AND OTHER ISSUES,,CA114,asset_current,1,asset,,base.main_company,no,
account_account_national_development_bank_current_accoun,NATIONAL DEVELOPMENT BANK - CURRENT ACCOUNT,,CA115,asset_current,1,asset,,base.main_company,no,
account_account_pre_incorporation_payments,PRE INCORPORATION PAYMENTS,,CA116,asset_current,1,asset,,base.main_company,no,
account_account_stock_shortage_2018_2019_sales_centers,STOCK SHORTAGE-2018-2019(SALES CENTERS),,CA117,asset_current,1,asset,,base.main_company,no,
account_account_peoples_bank_borrella_brance,PEOPLES BANK - BORRELLA BRANCE,,CA118,asset_current,1,asset,,base.main_company,no,
account_account_interest_receivable,INTEREST RECEIVABLE,,CA119,asset_current,1,asset,,base.main_company,no,
account_account_peoples_bank_borrella_cr_jinasena_pvt_lt,PEOPLES BANK BORRELLA CR JINASENA (PVT) LTD A/C 078200130032,,CA120,asset_current,1,asset,,base.main_company,no,
account_account_stock_shortage_2020_2021_sales_centers_1025,STOCK SHORTAGE-2020-2021(SALES CENTERS),,CA121,asset_non_current,1,asset,,base.main_company,no,
account_account_prepaid_insurance,PrePaid Insurance,,CA999,asset_current,1,asset,,base.main_company,validate,
account_account_centre_expenses_1298,CENTRE EXPENSES,,CE001,expense,,expense,,base.main_company,no,
account_account_sales_centre_maintenance_stores_issues,SALES CENTRE - MAINTENANCE STORES ISSUES,,CE002,expense,,expense,,base.main_company,no,
account_account_creditors_control_trade_1127,CREDITORS CONTROL - TRADE,,CL001,liability_non_current,1,liability,1,base.main_company,no,
account_account_creditors_control_inter_company_1199,CREDITORS CONTROL - INTER COMPANY,,CL002,liability_non_current,1,liability,,base.main_company,no,
account_account_creditors_control_leasing,CREDITORS CONTROL - LEASING,,CL004,liability_non_current,1,liability,,base.main_company,no,
account_account_creditors_control_suspense_1140,CREDITORS CONTROL - SUSPENSE,,CL005,liability_non_current,1,liability,,base.main_company,no,
account_account_creditors_control_suspense_4544,CREDITORS CONTROL - SUSPENSE,,CL005,asset_non_current,1,asset,,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_creditors_control_imports_1128,CREDITORS CONTROL - IMPORTS,,CL006,liability_payable,1,liability,1,base.main_company,no,
account_account_accrued_expenses_1132,ACCRUED EXPENSES,,CL007,liability_non_current,1,liability,,base.main_company,no,
account_account_provision_for_dimunition_value_of_invest,PROVISION FOR DIMUNITION VALUE OF INVESTMENTS,,CL008,liability_non_current,1,liability,,base.main_company,no,
account_account_provision_for_obsolete_inventory_1027,PROVISION FOR OBSOLETE INVENTORY,,CL009,asset_non_current,1,asset,,base.main_company,no,
account_account_provision_for_bad_debts_1189,PROVISION FOR BAD DEBTS,,CL010,liability_non_current,1,liability,,base.main_company,no,
account_account_provision_for_taxation_1078,PROVISION FOR TAXATION,,CL011,asset_current,1,asset,,base.main_company,no,
account_account_provision_for_esc,PROVISION FOR ESC,,CL012,asset_current,1,asset,,base.main_company,no,
account_account_advances_tractor_registration_1133,ADVANCES - TRACTOR REGISTRATION,,CL013,liability_non_current,1,liability,,base.main_company,no,
account_account_advances_motor_cycle_registration,ADVANCES - MOTOR CYCLE REGISTRATION,,CL014,liability_non_current,1,liability,,base.main_company,no,
account_account_advances_colombo_products,ADVANCES - COLOMBO PRODUCTS,,CL015,liability_non_current,1,liability,,base.main_company,no,
account_account_advances_colombo_repairs,ADVANCES - COLOMBO REPAIRS,,CL016,liability_non_current,1,liability,,base.main_company,no,
account_account_advances_center_products,ADVANCES - CENTER PRODUCTS,,CL017,liability_non_current,1,liability,,base.main_company,no,
account_account_advances_center_repairs_drip_irrigation,ADVANCES - CENTER REPAIRS & DRIP IRRIGATION,,CL018,liability_non_current,1,liability,,base.main_company,no,
account_account_excess_shortage_in_cash_department,EXCESS/SHORTAGE IN CASH DEPARTMENT,,CL019,liability_non_current,1,liability,,base.main_company,no,
account_account_social_fund_staff_workers,SOCIAL FUND - STAFF/WORKERS,,CL020,liability_non_current,1,liability,,base.main_company,no,
account_account_paye_payable_1143,PAYE - PAYABLE,,CL021,liability_non_current,1,liability,,base.main_company,no,
account_account_paye_executives_payable,PAYE  (EXECUTIVES) - PAYABLE,,CL022,liability_non_current,1,liability,,base.main_company,no,
account_account_epf_payable_1145,EPF - PAYABLE,,CL023,liability_non_current,1,liability,,base.main_company,no,
account_account_etf_payable_1146,ETF - PAYABLE,,CL024,liability_non_current,1,liability,,base.main_company,no,
account_account_salaries_payable_1147,SALARIES - PAYABLE,,CL025,liability_non_current,1,liability,,base.main_company,no,
account_account_wages_payable_1148,WAGES -PAYABLE,,CL026,liability_non_current,1,liability,,base.main_company,no,
account_account_provincial_council_t_t,PROVINCIAL COUNCIL - T.T,,CL027,liability_non_current,1,liability,,base.main_company,no,
account_account_vat_payable_1192,VAT PAYABLE,,CL028,liability_non_current,1,liability,,base.main_company,no,
account_account_cgir_wht_payable_deducted_on_services,CGIR - WHT PAYABLE  (DEDUCTED ON SERVICES),,CL029,liability_non_current,1,liability,,base.main_company,no,
account_account_trust_receipt_loan_1191,TRUST RECEIPT LOAN,,CL030,liability_non_current,1,liability,,base.main_company,no,
account_account_r_d_fund_windmarine,R & D FUND - WINDMARINE,,CL031,liability_non_current,1,liability,,base.main_company,no,
account_account_t_s_jinasena_snr,T.S. JINASENA (SNR),,CL032,liability_non_current,1,liability,,base.main_company,no,
account_account_t_n_jinasena,T.N. JINASENA,,CL033,liability_non_current,1,liability,,base.main_company,no,
account_account_t_r_jinasena,T.R. JINASENA,,CL034,liability_non_current,1,liability,,base.main_company,no,
account_account_r_t_jinasena,R.T. JINASENA,,CL035,liability_non_current,1,liability,,base.main_company,no,
account_account_t_s_jinasena_jnr,T.S. JINASENA (JNR),,CL036,liability_non_current,1,liability,,base.main_company,no,
account_account_advances_center_spares,ADVANCES - CENTER SPARES,,CL039,liability_non_current,1,liability,,base.main_company,no,
account_account_stamp_duty_payable_1155,STAMP DUTY PAYABLE,,CL040,liability_non_current,1,liability,,base.main_company,no,
account_account_sales_advances_1187,SALES - ADVANCES,,CL041,liability_non_current,1,liability,,base.main_company,no,
account_account_creditors_control_commission_1129,CREDITORS CONTROL - COMMISSION,,CL042,liability_non_current,1,liability,,base.main_company,no,
account_account_petty_cash_factory,PETTY CASH  - FACTORY,,CL043,liability_non_current,1,liability,,base.main_company,no,
account_account_petty_cash_factory_4543,PETTY CASH  - FACTORY,,CL043,asset_non_current,1,asset,,Jinasena_MasterData_Common.res_company_jinasena_agricultural_machinery_pvt_ltd,no,
account_account_nbt_payable,NBT PAYABLE,,CL044,liability_non_current,1,liability,,base.main_company,no,
account_account_advance_payments_projects,ADVANCE PAYMENTS - PROJECTS,,CL045,asset_current,1,asset,,base.main_company,no,
account_account_r_a_jinasena,R.A. JINASENA,,CL047,liability_non_current,1,liability,,base.main_company,no,
account_account_advances_suspense,ADVANCES - SUSPENSE,,CL048,liability_non_current,1,liability,,base.main_company,no,
account_account_auction_suspenses,AUCTION - SUSPENSES,,CL050,liability_non_current,1,liability,,base.main_company,no,
account_account_advances_for_water_plant_projects,ADVANCES FOR WATER PLANT PROJECTS,,CL051,asset_current,1,asset,,base.main_company,no,
account_account_head_office_payments_suspense,HEAD OFFICE PAYMENTS SUSPENSE,,CL052,liability_non_current,1,liability,,base.main_company,no,
account_account_provision_for_bad_debts_of_merged_compan,PROVISION FOR BAD DEBTS OF MERGED COMPANIES,,CL053,liability_non_current,1,liability,,base.main_company,no,
account_account_returend_standing_orders,RETUREND STANDING ORDERS,,CL054,liability_non_current,1,liability,,base.main_company,no,
account_account_creditor_control_employee_1160,CREDITOR CONTROL - EMPLOYEE,,CL055,liability_non_current,1,liability,,base.main_company,no,
account_account_with_holding_tax_payable_1195,WITH HOLDING TAX PAYABLE,,CL057,liability_non_current,1,liability,,base.main_company,no,
account_account_mrs_ruvini_jinasena,MRS.RUVINI JINASENA,,CL058,asset_current,1,asset,,base.main_company,no,
account_account_sales_commission_for_staff,SALES COMMISSION FOR STAFF,base.LKR,CM001,liability_payable,1,liability,1,base.main_company,no,
account_account_commercial_bank,Commercial Bank,base.LKR,COM.001,asset_cash,1,asset,,base.main_company,no,
account_account_cost_of_goods_sold_1218,COST OF GOODS SOLD,,CS001,expense_direct_cost,,expense,,base.main_company,no,
account_account_cost_of_raw_materials_sold_jam,COST OF RAW MATERIALS SOLD - JAM,,CS006,expense_direct_cost,,expense,,base.main_company,no,
account_account_cost_of_raw_materials_sold_other_cos,COST OF RAW MATERIALS SOLD - OTHER COS,,CS008,expense_direct_cost,,expense,,base.main_company,no,
account_account_general_issues_production_1221,GENERAL ISSUES - PRODUCTION,,CS021,expense_direct_cost,,expense,,base.main_company,no,
account_account_general_issues_services_repairs_1222,GENERAL ISSUES & SERVICES - REPAIRS,,CS022,expense_direct_cost,,expense,,base.main_company,no,
account_account_adjustments_to_stocks_short_excess_on_pu,ADJUSTMENTS TO STOCKS (SHORT/EXCESS ON PURCHASES),,CS024,expense_direct_cost,,expense,,base.main_company,no,
account_account_cost_of_imported_samples_1224,COST OF IMPORTED SAMPLES,,CS025,expense_direct_cost,,expense,,base.main_company,no,
account_account_expenses_product_modifications,EXPENSES - PRODUCT MODIFICATIONS,,CS026,expense_direct_cost,,expense,,base.main_company,no,
account_account_scrap_issues_1226,SCRAP ISSUES,,CS027,expense_direct_cost,,expense,,base.main_company,no,
account_account_diesel_issues_ekala,DIESEL ISSUES - EKALA,,CS028,expense_direct_cost,,expense,,base.main_company,no,
account_account_casting_melt_losses,CASTING MELT LOSSES,,CS029,expense_direct_cost,,expense,,base.main_company,no,
account_account_production_expenses_castings,PRODUCTION EXPENSES - CASTINGS,,CS030,expense_direct_cost,,expense,,base.main_company,no,
account_account_cost_of_materials_for_eicher_tractors,COST OF MATERIALS FOR EICHER TRACTORS,,CS031,expense_direct_cost,,expense,,base.main_company,no,
account_account_depreciation_bangalow_equipment,DEPRECIATION - BANGALOW EQUIPMENT,,DA001,expense,,expense,,base.main_company,no,
account_account_depreciation_bicycles,DEPRECIATION - BICYCLES,,DA002,expense,,expense,,base.main_company,no,
account_account_depreciation_computer_and_accessories,DEPRECIATION - COMPUTER AND ACCESSORIES,,DA003,expense,,expense,,base.main_company,no,
account_account_depreciation_fixtures_and_fittings_1397,DEPRECIATION - FIXTURES AND FITTINGS,,DA004,expense,,expense,,base.main_company,no,
account_account_depreciation_furniture_1398,DEPRECIATION - FURNITURE,,DA005,expense,,expense,,base.main_company,no,
account_account_depreciation_lease_hold_motor_vehicles,DEPRECIATION - LEASE HOLD MOTOR VEHICLES,,DA006,expense,,expense,,base.main_company,no,
account_account_depreciation_motor_vehicles,DEPRECIATION - MOTOR VEHICLES,,DA007,expense,,expense,,base.main_company,no,
account_account_depreciation_office_equipment_1401,DEPRECIATION - OFFICE EQUIPMENT,,DA008,expense,,expense,,base.main_company,no,
account_account_depreciation_other_equipment,DEPRECIATION - OTHER EQUIPMENT,,DA009,expense,,expense,,base.main_company,no,
account_account_depreciation_training_centre_assets,DEPRECIATION - TRAINING CENTRE ASSETS,,DA010,expense,,expense,,base.main_company,no,
account_account_depreciation_lease_hold_machineries,DEPRECIATION - LEASE HOLD MACHINERIES,,DA011,expense_direct_cost,,expense,,base.main_company,no,
account_account_sales_discounts_1302,SALES DISCOUNTS,,DC001,expense,,expense,,base.main_company,no,
account_account_workers_wages_1234,WORKERS - WAGES,,DL001,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_e_p_f_1235,WORKERS - E.P.F.,,DL002,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_e_t_f_1236,WORKERS - E.T.F.,,DL003,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_exgratia_1237,WORKERS - EXGRATIA,,DL004,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_overtime_1238,WORKERS - OVERTIME,,DL005,expense,,expense,,base.main_company,no,
account_account_workers_bonus_1239,WORKERS - BONUS,,DL006,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_gratuity_1240,WORKERS - GRATUITY,,DL007,expense_direct_cost,,expense,,base.main_company,no,
account_account_workers_medical_1241,WORKERS - MEDICAL,,DL008,expense_direct_cost,,expense,,base.main_company,no,
